REG	minecraft:item	1506
E	minecraft:sound_event	463	minecraft:entity.creaking.step
E	minecraft:sound_event	464	minecraft:entity.creaking.freeze
E	minecraft:sound_event	465	minecraft:entity.creaking.unfreeze
E	minecraft:sound_event	466	minecraft:entity.creaking.spawn
E	minecraft:sound_event	467	minecraft:entity.creaking.sway
E	minecraft:sound_event	468	minecraft:entity.creaking.twitch
E	minecraft:sound_event	469	minecraft:block.creaking_heart.break
E	minecraft:sound_event	470	minecraft:block.creaking_heart.fall
E	minecraft:sound_event	471	minecraft:block.creaking_heart.hit
E	minecraft:sound_event	472	minecraft:block.creaking_heart.hurt
E	minecraft:sound_event	473	minecraft:block.creaking_heart.place
E	minecraft:sound_event	474	minecraft:block.creaking_heart.step
E	minecraft:sound_event	475	minecraft:block.creaking_heart.idle
E	minecraft:sound_event	476	minecraft:block.creaking_heart.spawn
E	minecraft:sound_event	477	minecraft:entity.creeper.death
E	minecraft:sound_event	478	minecraft:entity.creeper.hurt
E	minecraft:sound_event	479	minecraft:entity.creeper.primed
E	minecraft:sound_event	480	minecraft:block.crop.break
E	minecraft:sound_event	481	minecraft:item.crop.plant
E	minecraft:sound_event	482	minecraft:item.crossbow.hit
E	minecraft:sound_event	483	minecraft:item.crossbow.loading_end
E	minecraft:sound_event	484	minecraft:item.crossbow.loading_middle
E	minecraft:sound_event	485	minecraft:item.crossbow.loading_start
E	minecraft:sound_event	486	minecraft:item.crossbow.quick_charge_1
E	minecraft:sound_event	487	minecraft:item.crossbow.quick_charge_2
E	minecraft:sound_event	488	minecraft:item.crossbow.quick_charge_3
E	minecraft:sound_event	489	minecraft:item.crossbow.shoot
E	minecraft:sound_event	490	minecraft:block.deadbush.idle
E	minecraft:sound_event	491	minecraft:block.decorated_pot.break
E	minecraft:sound_event	492	minecraft:block.decorated_pot.fall
E	minecraft:sound_event	493	minecraft:block.decorated_pot.hit
E	minecraft:sound_event	494	minecraft:block.decorated_pot.insert
E	minecraft:sound_event	495	minecraft:block.decorated_pot.insert_fail
E	minecraft:sound_event	496	minecraft:block.decorated_pot.step
E	minecraft:sound_event	497	minecraft:block.decorated_pot.place
E	minecraft:sound_event	498	minecraft:block.decorated_pot.shatter
E	minecraft:sound_event	499	minecraft:block.deepslate_bricks.break
E	minecraft:sound_event	500	minecraft:block.deepslate_bricks.fall
E	minecraft:sound_event	501	minecraft:block.deepslate_bricks.hit
E	minecraft:sound_event	502	minecraft:block.deepslate_bricks.place
E	minecraft:sound_event	503	minecraft:block.deepslate_bricks.step
E	minecraft:sound_event	504	minecraft:block.deepslate.break
E	minecraft:sound_event	505	minecraft:block.deepslate.fall
E	minecraft:sound_event	506	minecraft:block.deepslate.hit
E	minecraft:sound_event	507	minecraft:block.deepslate.place
E	minecraft:sound_event	508	minecraft:block.deepslate.step
E	minecraft:sound_event	509	minecraft:block.deepslate_tiles.break
E	minecraft:sound_event	510	minecraft:block.deepslate_tiles.fall
E	minecraft:sound_event	511	minecraft:block.deepslate_tiles.hit
E	minecraft:sound_event	512	minecraft:block.deepslate_tiles.place
E	minecraft:sound_event	513	minecraft:block.deepslate_tiles.step
E	minecraft:sound_event	514	minecraft:block.dispenser.dispense
E	minecraft:sound_event	515	minecraft:block.dispenser.fail
E	minecraft:sound_event	516	minecraft:block.dispenser.launch
E	minecraft:sound_event	517	minecraft:entity.dolphin.ambient
E	minecraft:sound_event	518	minecraft:entity.dolphin.ambient_water
E	minecraft:sound_event	519	minecraft:entity.dolphin.attack
E	minecraft:sound_event	520	minecraft:entity.dolphin.death
E	minecraft:sound_event	521	minecraft:entity.dolphin.eat
E	minecraft:sound_event	522	minecraft:entity.dolphin.hurt
E	minecraft:sound_event	523	minecraft:entity.dolphin.jump
E	minecraft:sound_event	524	minecraft:entity.dolphin.play
E	minecraft:sound_event	525	minecraft:entity.dolphin.splash
E	minecraft:sound_event	526	minecraft:entity.dolphin.swim
E	minecraft:sound_event	527	minecraft:entity.donkey.ambient
E	minecraft:sound_event	528	minecraft:entity.donkey.angry
E	minecraft:sound_event	529	minecraft:entity.donkey.chest
E	minecraft:sound_event	530	minecraft:entity.donkey.death
E	minecraft:sound_event	531	minecraft:entity.donkey.eat
E	minecraft:sound_event	532	minecraft:entity.donkey.hurt
E	minecraft:sound_event	533	minecraft:entity.donkey.jump
E	minecraft:sound_event	534	minecraft:block.dried_ghast.break
E	minecraft:sound_event	535	minecraft:block.dried_ghast.step
E	minecraft:sound_event	536	minecraft:block.dried_ghast.fall
E	minecraft:sound_event	537	minecraft:block.dried_ghast.ambient
E	minecraft:sound_event	538	minecraft:block.dried_ghast.ambient_water
E	minecraft:sound_event	539	minecraft:block.dried_ghast.place
E	minecraft:sound_event	540	minecraft:block.dried_ghast.place_in_water
E	minecraft:sound_event	541	minecraft:block.dried_ghast.transition
E	minecraft:sound_event	542	minecraft:block.dripstone_block.break
E	minecraft:sound_event	543	minecraft:block.dripstone_block.step
E	minecraft:sound_event	544	minecraft:block.dripstone_block.place
E	minecraft:sound_event	545	minecraft:block.dripstone_block.hit
E	minecraft:sound_event	546	minecraft:block.dripstone_block.fall
E	minecraft:sound_event	547	minecraft:block.dry_grass.ambient
E	minecraft:sound_event	548	minecraft:block.pointed_dripstone.break
E	minecraft:sound_event	549	minecraft:block.pointed_dripstone.step
E	minecraft:sound_event	550	minecraft:block.pointed_dripstone.place
E	minecraft:sound_event	551	minecraft:block.pointed_dripstone.hit
E	minecraft:sound_event	552	minecraft:block.pointed_dripstone.fall
E	minecraft:sound_event	553	minecraft:block.pointed_dripstone.land
E	minecraft:sound_event	554	minecraft:block.pointed_dripstone.drip_lava
E	minecraft:sound_event	555	minecraft:block.pointed_dripstone.drip_water
E	minecraft:sound_event	556	minecraft:block.pointed_dripstone.drip_lava_into_cauldron
E	minecraft:sound_event	557	minecraft:block.pointed_dripstone.drip_water_into_cauldron
E	minecraft:sound_event	558	minecraft:block.big_dripleaf.tilt_down
E	minecraft:sound_event	559	minecraft:block.big_dripleaf.tilt_up
E	minecraft:sound_event	560	minecraft:entity.drowned.ambient
E	minecraft:sound_event	561	minecraft:entity.drowned.ambient_water
E	minecraft:sound_event	562	minecraft:entity.drowned.death
E	minecraft:sound_event	563	minecraft:entity.drowned.death_water
E	minecraft:sound_event	564	minecraft:entity.drowned.hurt
E	minecraft:sound_event	565	minecraft:entity.drowned.hurt_water
E	minecraft:sound_event	566	minecraft:entity.drowned.shoot
E	minecraft:sound_event	567	minecraft:entity.drowned.step
E	minecraft:sound_event	568	minecraft:entity.drowned.swim
E	minecraft:sound_event	569	minecraft:item.dye.use
E	minecraft:sound_event	570	minecraft:entity.egg.throw
E	minecraft:sound_event	571	minecraft:entity.elder_guardian.ambient
E	minecraft:sound_event	572	minecraft:entity.elder_guardian.ambient_land
E	minecraft:sound_event	573	minecraft:entity.elder_guardian.curse
E	minecraft:sound_event	574	minecraft:entity.elder_guardian.death
E	minecraft:sound_event	575	minecraft:entity.elder_guardian.death_land
E	minecraft:sound_event	576	minecraft:entity.elder_guardian.flop
E	minecraft:sound_event	577	minecraft:entity.elder_guardian.hurt
E	minecraft:sound_event	578	minecraft:entity.elder_guardian.hurt_land
E	minecraft:sound_event	579	minecraft:item.elytra.flying
E	minecraft:sound_event	580	minecraft:block.enchantment_table.use
E	minecraft:sound_event	581	minecraft:block.ender_chest.close
E	minecraft:sound_event	582	minecraft:block.ender_chest.open
E	minecraft:sound_event	583	minecraft:entity.ender_dragon.ambient
E	minecraft:sound_event	584	minecraft:entity.ender_dragon.death
E	minecraft:sound_event	585	minecraft:entity.dragon_fireball.explode
E	minecraft:sound_event	586	minecraft:entity.ender_dragon.flap
E	minecraft:sound_event	587	minecraft:entity.ender_dragon.growl
E	minecraft:sound_event	588	minecraft:entity.ender_dragon.hurt
E	minecraft:sound_event	589	minecraft:entity.ender_dragon.shoot
E	minecraft:sound_event	590	minecraft:entity.ender_eye.death
E	minecraft:sound_event	591	minecraft:entity.ender_eye.launch
E	minecraft:sound_event	592	minecraft:entity.enderman.ambient
E	minecraft:sound_event	593	minecraft:entity.enderman.death
E	minecraft:sound_event	594	minecraft:entity.enderman.hurt
E	minecraft:sound_event	595	minecraft:entity.enderman.scream
E	minecraft:sound_event	596	minecraft:entity.enderman.stare
E	minecraft:sound_event	597	minecraft:entity.enderman.teleport
E	minecraft:sound_event	598	minecraft:entity.endermite.ambient
E	minecraft:sound_event	599	minecraft:entity.endermite.death
E	minecraft:sound_event	600	minecraft:entity.endermite.hurt
E	minecraft:sound_event	601	minecraft:entity.endermite.step
E	minecraft:sound_event	602	minecraft:entity.ender_pearl.throw
E	minecraft:sound_event	603	minecraft:block.end_gateway.spawn
E	minecraft:sound_event	604	minecraft:block.end_portal_frame.fill
E	minecraft:sound_event	605	minecraft:block.end_portal.spawn
E	minecraft:sound_event	606	minecraft:entity.evoker.ambient
E	minecraft:sound_event	607	minecraft:entity.evoker.cast_spell
E	minecraft:sound_event	608	minecraft:entity.evoker.celebrate
E	minecraft:sound_event	609	minecraft:entity.evoker.death
E	minecraft:sound_event	610	minecraft:entity.evoker_fangs.attack
E	minecraft:sound_event	611	minecraft:entity.evoker.hurt
E	minecraft:sound_event	612	minecraft:entity.evoker.prepare_attack
E	minecraft:sound_event	613	minecraft:entity.evoker.prepare_summon
E	minecraft:sound_event	614	minecraft:entity.evoker.prepare_wololo
E	minecraft:sound_event	615	minecraft:entity.experience_bottle.throw
E	minecraft:sound_event	616	minecraft:entity.experience_orb.pickup
E	minecraft:sound_event	617	minecraft:block.eyeblossom.open_long
E	minecraft:sound_event	618	minecraft:block.eyeblossom.open
E	minecraft:sound_event	619	minecraft:block.eyeblossom.close_long
E	minecraft:sound_event	620	minecraft:block.eyeblossom.close
E	minecraft:sound_event	621	minecraft:block.eyeblossom.idle
E	minecraft:sound_event	622	minecraft:block.fence_gate.close
E	minecraft:sound_event	623	minecraft:block.fence_gate.open
E	minecraft:sound_event	624	minecraft:item.firecharge.use
E	minecraft:sound_event	625	minecraft:block.firefly_bush.idle
E	minecraft:sound_event	626	minecraft:entity.firework_rocket.blast
E	minecraft:sound_event	627	minecraft:entity.firework_rocket.blast_far
E	minecraft:sound_event	628	minecraft:entity.firework_rocket.large_blast
E	minecraft:sound_event	629	minecraft:entity.firework_rocket.large_blast_far
E	minecraft:sound_event	630	minecraft:entity.firework_rocket.launch
E	minecraft:sound_event	631	minecraft:entity.firework_rocket.shoot
E	minecraft:sound_event	632	minecraft:entity.firework_rocket.twinkle
E	minecraft:sound_event	633	minecraft:entity.firework_rocket.twinkle_far
E	minecraft:sound_event	634	minecraft:block.fire.ambient
E	minecraft:sound_event	635	minecraft:block.fire.extinguish
E	minecraft:sound_event	636	minecraft:entity.fish.swim
E	minecraft:sound_event	637	minecraft:entity.fishing_bobber.retrieve
E	minecraft:sound_event	638	minecraft:entity.fishing_bobber.splash
E	minecraft:sound_event	639	minecraft:entity.fishing_bobber.throw
E	minecraft:sound_event	640	minecraft:item.flintandsteel.use
E	minecraft:sound_event	641	minecraft:block.flowering_azalea.break
E	minecraft:sound_event	642	minecraft:block.flowering_azalea.fall
E	minecraft:sound_event	643	minecraft:block.flowering_azalea.hit
E	minecraft:sound_event	644	minecraft:block.flowering_azalea.place
E	minecraft:sound_event	645	minecraft:block.flowering_azalea.step
E	minecraft:sound_event	646	minecraft:entity.fox.aggro
E	minecraft:sound_event	647	minecraft:entity.fox.ambient
E	minecraft:sound_event	648	minecraft:entity.fox.bite
E	minecraft:sound_event	649	minecraft:entity.fox.death
E	minecraft:sound_event	650	minecraft:entity.fox.eat
E	minecraft:sound_event	651	minecraft:entity.fox.hurt
E	minecraft:sound_event	652	minecraft:entity.fox.screech
E	minecraft:sound_event	653	minecraft:entity.fox.sleep
E	minecraft:sound_event	654	minecraft:entity.fox.sniff
E	minecraft:sound_event	655	minecraft:entity.fox.spit
E	minecraft:sound_event	656	minecraft:entity.fox.teleport
E	minecraft:sound_event	657	minecraft:block.suspicious_sand.break
E	minecraft:sound_event	658	minecraft:block.suspicious_sand.step
E	minecraft:sound_event	659	minecraft:block.suspicious_sand.place
E	minecraft:sound_event	660	minecraft:block.suspicious_sand.hit
E	minecraft:sound_event	661	minecraft:block.suspicious_sand.fall
E	minecraft:sound_event	662	minecraft:block.suspicious_gravel.break
E	minecraft:sound_event	663	minecraft:block.suspicious_gravel.step
E	minecraft:sound_event	664	minecraft:block.suspicious_gravel.place
E	minecraft:sound_event	665	minecraft:block.suspicious_gravel.hit
E	minecraft:sound_event	666	minecraft:block.suspicious_gravel.fall
E	minecraft:sound_event	667	minecraft:block.froglight.break
E	minecraft:sound_event	668	minecraft:block.froglight.fall
E	minecraft:sound_event	669	minecraft:block.froglight.hit
E	minecraft:sound_event	670	minecraft:block.froglight.place
E	minecraft:sound_event	671	minecraft:block.froglight.step
E	minecraft:sound_event	672	minecraft:block.frogspawn.step
E	minecraft:sound_event	673	minecraft:block.frogspawn.break
E	minecraft:sound_event	674	minecraft:block.frogspawn.fall
E	minecraft:sound_event	675	minecraft:block.frogspawn.hatch
E	minecraft:sound_event	676	minecraft:block.frogspawn.hit
E	minecraft:sound_event	677	minecraft:block.frogspawn.place
E	minecraft:sound_event	678	minecraft:entity.frog.ambient
E	minecraft:sound_event	679	minecraft:entity.frog.death
E	minecraft:sound_event	680	minecraft:entity.frog.eat
E	minecraft:sound_event	681	minecraft:entity.frog.hurt
E	minecraft:sound_event	682	minecraft:entity.frog.lay_spawn
E	minecraft:sound_event	683	minecraft:entity.frog.long_jump
E	minecraft:sound_event	684	minecraft:entity.frog.step
E	minecraft:sound_event	685	minecraft:entity.frog.tongue
E	minecraft:sound_event	686	minecraft:block.roots.break
E	minecraft:sound_event	687	minecraft:block.roots.step
E	minecraft:sound_event	688	minecraft:block.roots.place
E	minecraft:sound_event	689	minecraft:block.roots.hit
E	minecraft:sound_event	690	minecraft:block.roots.fall
E	minecraft:sound_event	691	minecraft:block.furnace.fire_crackle
E	minecraft:sound_event	692	minecraft:entity.generic.big_fall
E	minecraft:sound_event	693	minecraft:entity.generic.burn
E	minecraft:sound_event	694	minecraft:entity.generic.death
E	minecraft:sound_event	695	minecraft:entity.generic.drink
E	minecraft:sound_event	696	minecraft:entity.generic.eat
E	minecraft:sound_event	697	minecraft:entity.generic.explode
E	minecraft:sound_event	698	minecraft:entity.generic.extinguish_fire
E	minecraft:sound_event	699	minecraft:entity.generic.hurt
E	minecraft:sound_event	700	minecraft:entity.generic.small_fall
E	minecraft:sound_event	701	minecraft:entity.generic.splash
E	minecraft:sound_event	702	minecraft:entity.generic.swim
E	minecraft:sound_event	703	minecraft:entity.ghast.ambient
E	minecraft:sound_event	704	minecraft:entity.ghast.death
E	minecraft:sound_event	705	minecraft:entity.ghast.hurt
E	minecraft:sound_event	706	minecraft:entity.ghast.scream
E	minecraft:sound_event	707	minecraft:entity.ghast.shoot
E	minecraft:sound_event	708	minecraft:entity.ghast.warn
E	minecraft:sound_event	709	minecraft:entity.ghastling.ambient
E	minecraft:sound_event	710	minecraft:entity.ghastling.death
E	minecraft:sound_event	711	minecraft:entity.ghastling.hurt
E	minecraft:sound_event	712	minecraft:entity.ghastling.spawn
E	minecraft:sound_event	713	minecraft:block.gilded_blackstone.break
E	minecraft:sound_event	714	minecraft:block.gilded_blackstone.fall
E	minecraft:sound_event	715	minecraft:block.gilded_blackstone.hit
E	minecraft:sound_event	716	minecraft:block.gilded_blackstone.place
E	minecraft:sound_event	717	minecraft:block.gilded_blackstone.step
E	minecraft:sound_event	718	minecraft:block.glass.break
E	minecraft:sound_event	719	minecraft:block.glass.fall
E	minecraft:sound_event	720	minecraft:block.glass.hit
E	minecraft:sound_event	721	minecraft:block.glass.place
E	minecraft:sound_event	722	minecraft:block.glass.step
E	minecraft:sound_event	723	minecraft:item.glow_ink_sac.use
E	minecraft:sound_event	724	minecraft:entity.glow_item_frame.add_item
E	minecraft:sound_event	725	minecraft:entity.glow_item_frame.break
E	minecraft:sound_event	726	minecraft:entity.glow_item_frame.place
E	minecraft:sound_event	727	minecraft:entity.glow_item_frame.remove_item
E	minecraft:sound_event	728	minecraft:entity.glow_item_frame.rotate_item
E	minecraft:sound_event	729	minecraft:entity.glow_squid.ambient
E	minecraft:sound_event	730	minecraft:entity.glow_squid.death
E	minecraft:sound_event	731	minecraft:entity.glow_squid.hurt
E	minecraft:sound_event	732	minecraft:entity.glow_squid.squirt
E	minecraft:sound_event	733	minecraft:entity.goat.ambient
E	minecraft:sound_event	734	minecraft:entity.goat.death
E	minecraft:sound_event	735	minecraft:entity.goat.eat
E	minecraft:sound_event	736	minecraft:entity.goat.hurt
E	minecraft:sound_event	737	minecraft:entity.goat.long_jump
E	minecraft:sound_event	738	minecraft:entity.goat.milk
E	minecraft:sound_event	739	minecraft:entity.goat.prepare_ram
E	minecraft:sound_event	740	minecraft:entity.goat.ram_impact
E	minecraft:sound_event	741	minecraft:entity.goat.horn_break
E	minecraft:sound_event	742	minecraft:entity.goat.screaming.ambient
E	minecraft:sound_event	743	minecraft:entity.goat.screaming.death
E	minecraft:sound_event	744	minecraft:entity.goat.screaming.eat
E	minecraft:sound_event	745	minecraft:entity.goat.screaming.hurt
E	minecraft:sound_event	746	minecraft:entity.goat.screaming.long_jump
E	minecraft:sound_event	747	minecraft:entity.goat.screaming.milk
E	minecraft:sound_event	748	minecraft:entity.goat.screaming.prepare_ram
E	minecraft:sound_event	749	minecraft:entity.goat.screaming.ram_impact
E	minecraft:sound_event	750	minecraft:entity.goat.step
E	minecraft:sound_event	751	minecraft:item.golden_dandelion.use
E	minecraft:sound_event	752	minecraft:item.golden_dandelion.unuse
E	minecraft:sound_event	753	minecraft:block.grass.break
E	minecraft:sound_event	754	minecraft:block.grass.fall
E	minecraft:sound_event	755	minecraft:block.grass.hit
E	minecraft:sound_event	756	minecraft:block.grass.place
E	minecraft:sound_event	757	minecraft:block.grass.step
E	minecraft:sound_event	758	minecraft:block.gravel.break
E	minecraft:sound_event	759	minecraft:block.gravel.fall
E	minecraft:sound_event	760	minecraft:block.gravel.hit
E	minecraft:sound_event	761	minecraft:block.gravel.place
E	minecraft:sound_event	762	minecraft:block.gravel.step
E	minecraft:sound_event	763	minecraft:block.grindstone.use
E	minecraft:sound_event	764	minecraft:block.growing_plant.crop
E	minecraft:sound_event	765	minecraft:entity.guardian.ambient
E	minecraft:sound_event	766	minecraft:entity.guardian.ambient_land
E	minecraft:sound_event	767	minecraft:entity.guardian.attack
E	minecraft:sound_event	768	minecraft:entity.guardian.death
E	minecraft:sound_event	769	minecraft:entity.guardian.death_land
E	minecraft:sound_event	770	minecraft:entity.guardian.flop
E	minecraft:sound_event	771	minecraft:entity.guardian.hurt
E	minecraft:sound_event	772	minecraft:entity.guardian.hurt_land
E	minecraft:sound_event	773	minecraft:block.hanging_roots.break
E	minecraft:sound_event	774	minecraft:block.hanging_roots.fall
E	minecraft:sound_event	775	minecraft:block.hanging_roots.hit
E	minecraft:sound_event	776	minecraft:block.hanging_roots.place
E	minecraft:sound_event	777	minecraft:block.hanging_roots.step
E	minecraft:sound_event	778	minecraft:block.hanging_sign.step
E	minecraft:sound_event	779	minecraft:block.hanging_sign.break
E	minecraft:sound_event	780	minecraft:block.hanging_sign.fall
E	minecraft:sound_event	781	minecraft:block.hanging_sign.hit
E	minecraft:sound_event	782	minecraft:block.hanging_sign.place
E	minecraft:sound_event	783	minecraft:entity.happy_ghast.ambient
E	minecraft:sound_event	784	minecraft:entity.happy_ghast.death
E	minecraft:sound_event	785	minecraft:entity.happy_ghast.hurt
E	minecraft:sound_event	786	minecraft:entity.happy_ghast.riding
E	minecraft:sound_event	787	minecraft:block.heavy_core.break
E	minecraft:sound_event	788	minecraft:block.heavy_core.fall
E	minecraft:sound_event	789	minecraft:block.heavy_core.hit
E	minecraft:sound_event	790	minecraft:block.heavy_core.place
E	minecraft:sound_event	791	minecraft:block.heavy_core.step
E	minecraft:sound_event	792	minecraft:block.nether_wood_hanging_sign.step
E	minecraft:sound_event	793	minecraft:block.nether_wood_hanging_sign.break
E	minecraft:sound_event	794	minecraft:block.nether_wood_hanging_sign.fall
E	minecraft:sound_event	795	minecraft:block.nether_wood_hanging_sign.hit
E	minecraft:sound_event	796	minecraft:block.nether_wood_hanging_sign.place
E	minecraft:sound_event	797	minecraft:block.bamboo_wood_hanging_sign.step
E	minecraft:sound_event	798	minecraft:block.bamboo_wood_hanging_sign.break
E	minecraft:sound_event	799	minecraft:block.bamboo_wood_hanging_sign.fall
E	minecraft:sound_event	800	minecraft:block.bamboo_wood_hanging_sign.hit
E	minecraft:sound_event	801	minecraft:block.bamboo_wood_hanging_sign.place
E	minecraft:sound_event	802	minecraft:block.trial_spawner.break
E	minecraft:sound_event	803	minecraft:block.trial_spawner.step
E	minecraft:sound_event	804	minecraft:block.trial_spawner.place
E	minecraft:sound_event	805	minecraft:block.trial_spawner.hit
E	minecraft:sound_event	806	minecraft:block.trial_spawner.fall
E	minecraft:sound_event	807	minecraft:block.trial_spawner.spawn_mob
E	minecraft:sound_event	808	minecraft:block.trial_spawner.about_to_spawn_item
E	minecraft:sound_event	809	minecraft:block.trial_spawner.spawn_item
E	minecraft:sound_event	810	minecraft:block.trial_spawner.spawn_item_begin
E	minecraft:sound_event	811	minecraft:block.trial_spawner.detect_player
E	minecraft:sound_event	812	minecraft:block.trial_spawner.ominous_activate
E	minecraft:sound_event	813	minecraft:block.trial_spawner.ambient
E	minecraft:sound_event	814	minecraft:block.trial_spawner.ambient_ominous
E	minecraft:sound_event	815	minecraft:block.trial_spawner.open_shutter
E	minecraft:sound_event	816	minecraft:block.trial_spawner.close_shutter
E	minecraft:sound_event	817	minecraft:block.trial_spawner.eject_item
E	minecraft:sound_event	818	minecraft:entity.happy_ghast.equip
E	minecraft:sound_event	819	minecraft:entity.happy_ghast.unequip
E	minecraft:sound_event	820	minecraft:entity.happy_ghast.harness_goggles_up
E	minecraft:sound_event	821	minecraft:entity.happy_ghast.harness_goggles_down
E	minecraft:sound_event	822	minecraft:item.hoe.till
E	minecraft:sound_event	823	minecraft:entity.hoglin.ambient
E	minecraft:sound_event	824	minecraft:entity.hoglin.angry
E	minecraft:sound_event	825	minecraft:entity.hoglin.attack
E	minecraft:sound_event	826	minecraft:entity.hoglin.converted_to_zombified
E	minecraft:sound_event	827	minecraft:entity.hoglin.death
E	minecraft:sound_event	828	minecraft:entity.hoglin.hurt
E	minecraft:sound_event	829	minecraft:entity.hoglin.retreat
E	minecraft:sound_event	830	minecraft:entity.hoglin.step
E	minecraft:sound_event	831	minecraft:block.honey_block.break
E	minecraft:sound_event	832	minecraft:block.honey_block.fall
E	minecraft:sound_event	833	minecraft:block.honey_block.hit
E	minecraft:sound_event	834	minecraft:block.honey_block.place
E	minecraft:sound_event	835	minecraft:block.honey_block.slide
E	minecraft:sound_event	836	minecraft:block.honey_block.step
E	minecraft:sound_event	837	minecraft:item.honeycomb.wax_on
E	minecraft:sound_event	838	minecraft:item.honey_bottle.drink
E	minecraft:sound_event	839	minecraft:item.goat_horn.sound.0
E	minecraft:sound_event	840	minecraft:item.goat_horn.sound.1
E	minecraft:sound_event	841	minecraft:item.goat_horn.sound.2
E	minecraft:sound_event	842	minecraft:item.goat_horn.sound.3
E	minecraft:sound_event	843	minecraft:item.goat_horn.sound.4
E	minecraft:sound_event	844	minecraft:item.goat_horn.sound.5
E	minecraft:sound_event	845	minecraft:item.goat_horn.sound.6
E	minecraft:sound_event	846	minecraft:item.goat_horn.sound.7
E	minecraft:sound_event	847	minecraft:entity.horse.ambient
E	minecraft:sound_event	848	minecraft:entity.baby_horse.ambient
E	minecraft:sound_event	849	minecraft:entity.horse.angry
E	minecraft:sound_event	850	minecraft:entity.baby_horse.angry
E	minecraft:sound_event	851	minecraft:entity.horse.armor
E	minecraft:sound_event	852	minecraft:item.horse_armor.unequip
E	minecraft:sound_event	853	minecraft:entity.horse.breathe
E	minecraft:sound_event	854	minecraft:entity.baby_horse.breathe
E	minecraft:sound_event	855	minecraft:entity.horse.death
E	minecraft:sound_event	856	minecraft:entity.baby_horse.death
E	minecraft:sound_event	857	minecraft:entity.horse.eat
E	minecraft:sound_event	858	minecraft:entity.baby_horse.eat
E	minecraft:sound_event	859	minecraft:entity.horse.gallop
E	minecraft:sound_event	860	minecraft:entity.horse.hurt
E	minecraft:sound_event	861	minecraft:entity.baby_horse.hurt
E	minecraft:sound_event	862	minecraft:entity.horse.jump
E	minecraft:sound_event	863	minecraft:entity.horse.land
E	minecraft:sound_event	864	minecraft:entity.baby_horse.land
E	minecraft:sound_event	865	minecraft:entity.horse.saddle
E	minecraft:sound_event	866	minecraft:entity.horse.step
E	minecraft:sound_event	867	minecraft:entity.baby_horse.step
E	minecraft:sound_event	868	minecraft:entity.horse.step_wood
E	minecraft:sound_event	869	minecraft:entity.hostile.big_fall
E	minecraft:sound_event	870	minecraft:entity.hostile.death
E	minecraft:sound_event	871	minecraft:entity.hostile.hurt
E	minecraft:sound_event	872	minecraft:entity.hostile.small_fall
E	minecraft:sound_event	873	minecraft:entity.hostile.splash
E	minecraft:sound_event	874	minecraft:entity.hostile.swim
E	minecraft:sound_event	875	minecraft:entity.husk.ambient
E	minecraft:sound_event	876	minecraft:entity.husk.converted_to_zombie
E	minecraft:sound_event	877	minecraft:entity.husk.death
E	minecraft:sound_event	878	minecraft:entity.husk.hurt
E	minecraft:sound_event	879	minecraft:entity.husk.step
E	minecraft:sound_event	880	minecraft:entity.illusioner.ambient
E	minecraft:sound_event	881	minecraft:entity.illusioner.cast_spell
E	minecraft:sound_event	882	minecraft:entity.illusioner.death
E	minecraft:sound_event	883	minecraft:entity.illusioner.hurt
E	minecraft:sound_event	884	minecraft:entity.illusioner.mirror_move
E	minecraft:sound_event	885	minecraft:entity.illusioner.prepare_blindness
E	minecraft:sound_event	886	minecraft:entity.illusioner.prepare_mirror
E	minecraft:sound_event	887	minecraft:item.ink_sac.use
E	minecraft:sound_event	888	minecraft:block.iron.break
E	minecraft:sound_event	889	minecraft:block.iron.step
E	minecraft:sound_event	890	minecraft:block.iron.place
E	minecraft:sound_event	891	minecraft:block.iron.hit
E	minecraft:sound_event	892	minecraft:block.iron.fall
E	minecraft:sound_event	893	minecraft:block.iron_door.close
E	minecraft:sound_event	894	minecraft:block.iron_door.open
E	minecraft:sound_event	895	minecraft:entity.iron_golem.attack
E	minecraft:sound_event	896	minecraft:entity.iron_golem.damage
E	minecraft:sound_event	897	minecraft:entity.iron_golem.death
E	minecraft:sound_event	898	minecraft:entity.iron_golem.hurt
E	minecraft:sound_event	899	minecraft:entity.iron_golem.repair
E	minecraft:sound_event	900	minecraft:entity.iron_golem.step
E	minecraft:sound_event	901	minecraft:block.iron_trapdoor.close
E	minecraft:sound_event	902	minecraft:block.iron_trapdoor.open
E	minecraft:sound_event	903	minecraft:entity.item_frame.add_item
E	minecraft:sound_event	904	minecraft:entity.item_frame.break
E	minecraft:sound_event	905	minecraft:entity.item_frame.place
E	minecraft:sound_event	906	minecraft:entity.item_frame.remove_item
E	minecraft:sound_event	907	minecraft:entity.item_frame.rotate_item
E	minecraft:sound_event	908	minecraft:entity.item.break
E	minecraft:sound_event	909	minecraft:entity.item.pickup
E	minecraft:sound_event	910	minecraft:block.ladder.break
E	minecraft:sound_event	911	minecraft:block.ladder.fall
E	minecraft:sound_event	912	minecraft:block.ladder.hit
E	minecraft:sound_event	913	minecraft:block.ladder.place
E	minecraft:sound_event	914	minecraft:block.ladder.step
E	minecraft:sound_event	915	minecraft:block.lantern.break
E	minecraft:sound_event	916	minecraft:block.lantern.fall
E	minecraft:sound_event	917	minecraft:block.lantern.hit
E	minecraft:sound_event	918	minecraft:block.lantern.place
